2024-03-31T20:51:15.282534,-0.020019531,-1.0756836,0.027832031
2024-03-31T20:51:15.282732,-0.06689453,-1.0634766,0.01953125
2024-03-31T20:51:15.282861,-0.05419922,-1.0371094,-4.8828125E-4
2024-03-31T20:51:15.313663,-0.017578125,-0.9458008,-0.061035156
2024-03-31T20:51:16.664792,-0.017578125,-0.9458008,-0.061035156
2024-03-31T20:51:16.664926,-0.036132812,-0.953125,-0.08544922
2024-03-31T20:51:16.705392,0.2006836,-0.99658203,0.27294922
2024-03-31T20:51:16.705581,0.19482422,-1.0283203,0.24853516
2024-03-31T20:51:16.705681,0.19726562,-1.0097656,0.24316406
2024-03-31T20:51:16.745910,0.23144531,-0.9589844,0.25634766
2024-03-31T20:51:16.782033,0.23144531,-0.9589844,0.25634766
2024-03-31T20:51:16.782221,0.22558594,-0.99121094,0.2602539
2024-03-31T20:51:16.782391,0.20947266,-0.98876953,0.26416016
2024-03-31T20:51:16.820078,0.23144531,-0.9589844,0.25634766
2024-03-31T20:51:16.820206,0.22558594,-0.99121094,0.2602539
2024-03-31T20:51:16.820269,0.20947266,-0.98876953,0.26416016
2024-03-31T20:51:16.820330,0.1821289,-0.9580078,0.25
2024-03-31T20:51:16.855232,0.19970703,-0.9658203,0.2607422
2024-03-31T20:51:16.883854,0.19970703,-0.9658203,0.2607422
2024-03-31T20:51:16.884029,0.21142578,-0.9736328,0.29638672
2024-03-31T20:51:16.884131,0.21044922,-0.9765625,0.32861328
2024-03-31T20:51:16.915676,0.19970703,-0.9658203,0.2607422
2024-03-31T20:51:16.915844,0.21142578,-0.9736328,0.29638672
2024-03-31T20:51:16.915946,0.21044922,-0.9765625,0.32861328
2024-03-31T20:51:16.916051,0.22460938,-0.95751953,0.33007812
2024-03-31T20:51:16.946834,0.2524414,-0.9633789,0.27294922
2024-03-31T20:51:16.976845,0.2524414,-0.9633789,0.27294922
2024-03-31T20:51:16.977000,0.2446289,-0.9550781,0.2475586
2024-03-31T20:51:16.977095,0.2368164,-0.9536133,0.25927734
