0.103515625,-1.0024414,0.19726562,-0.6097561,1.097561,0.18292683
0.103027344,-0.9995117,0.1977539,-1.2195122,0.91463417,0.0
0.10253906,-0.9980469,0.20019531,-2.5,1.402439,0.24390244
0.09863281,-1.0004883,0.19580078,-1.4634147,1.097561,0.42682928
0.09863281,-1.0004883,0.19580078,-1.4634147,1.097561,0.42682928
0.099121094,-1.0004883,0.19824219,-0.4878049,0.42682928,0.24390244
0.09814453,-1.003418,0.203125,-1.5853659,0.0,0.36585367
0.09814453,-1.0058594,0.19873047,-2.804878,0.0,0.6707317
0.096191406,-0.99658203,0.1928711,-1.9512196,1.2804878,0.4878049
0.09375,-0.9995117,0.1977539,-2.4390244,1.7073171,0.4878049
0.096191406,-0.99658203,0.1928711,-1.9512196,1.2804878,0.4878049
0.09375,-0.9995117,0.1977539,-2.4390244,1.7073171,0.4878049
0.08935547,-1.0014648,0.1977539,-2.7439024,1.2195122,0.9756098
0.100097656,-0.9980469,0.19140625,-2.804878,0.6707317,0.5487805
0.100097656,-0.9980469,0.19140625,-2.804878,0.6707317,0.5487805
0.100097656,-1.0039062,0.1928711,-2.317073,1.7073171,0.6707317
0.092285156,-1.0068359,0.19140625,-1.7682927,2.0731707,0.85365856
0.100097656,-0.9980469,0.19140625,-2.804878,0.6707317,0.5487805
0.100097656,-1.0039062,0.1928711,-2.317073,1.7073171,0.6707317
0.092285156,-1.0068359,0.19140625,-1.7682927,2.0731707,0.85365856
0.087890625,-1.0029297,0.18847656,-1.3414634,1.5853659,0.73170733
0.09326172,-0.99902344,0.1899414,-2.0731707,0.18292683,0.4878049
0.09326172,-0.99902344,0.1899414,-2.0731707,0.18292683,0.4878049
0.09375,-1.0078125,0.19091797,-3.4146342,-0.24390244,0.9756098
0.08984375,-1.0087891,0.19042969,-3.4756098,-0.36585367,1.4634147
0.09326172,-0.99902344,0.1899414,-2.0731707,0.18292683,0.4878049
0.09375,-1.0078125,0.19091797,-3.4146342,-0.24390244,0.9756098
0.08984375,-1.0087891,0.19042969,-3.4756098,-0.36585367,1.4634147
0.08544922,-0.99365234,0.18652344,-2.317073,0.0,1.4634147
0.09423828,-1.0039062,0.18457031,-2.2560976,0.06097561,0.85365856
0.09423828,-1.0039062,0.18457031,-2.2560976,0.06097561,0.85365856
0.09277344,-1.0058594,0.18603516,-2.7439024,0.79268295,0.6707317
0.087890625,-1.003418,0.18066406,-2.7439024,1.5243902,0.42682928
0.096191406,-1.0053711,0.19042969,-1.1585366,1.1585366,0.79268295
0.096191406,-1.0053711,0.19042969,-1.1585366,1.1585366,0.79268295
0.08691406,-1.0048828,0.18115234,-1.7682927,0.18292683,0.91463417
0.08300781,-1.003418,0.17236328,-1.4634147,0.4878049,0.5487805
0.08886719,-1.0024414,0.1821289,-0.06097561,1.5853659,-0.36585367
0.08886719,-1.0024414,0.1821289,-0.06097561,1.5853659,-0.36585367
0.08251953,-1.0083008,0.17871094,-0.30487806,0.30487806,0.18292683
0.07714844,-1.0068359,0.18261719,-0.6707317,-0.85365856,0.18292683
0.09375,-1.0004883,0.18310547,0.30487806,0.30487806,-0.06097561
0.09375,-1.0004883,0.18310547,0.30487806,0.30487806,-0.06097561
0.088378906,-1.0014648,0.18066406,0.12195122,0.06097561,0.12195122
0.087890625,-1.0048828,0.17773438,0.18292683,0.0,-0.06097561
0.10986328,-0.9941406,0.21484375,1.5243902,0.6097561,-1.2195122
0.10644531,-0.9995117,0.21289062,1.402439,1.0365853,-0.6097561
0.099609375,-1.0004883,0.21142578,1.7073171,0.6707317,-0.4878049
